BatteryID,TestID,SoC,TotalRows,ReceivedRows,RejectedRows,AvgR,AvgX,AvgV,AvgT
Hk_IFR14500,04-07-2023,25,28,28,0,1,114508,327825,862776,130143,985417,292784,20
