BatteryID,TestID,SoC,TotalRows,ReceivedRows,RejectedRows,AvgR,AvgX,AvgV,AvgT
Hk_IFR14500,04-07-2023,20,28,28,0,1,114677,339850,996377,101890,422449,303613,39
