BatteryID,TestID,SoC,TotalRows,ReceivedRows,RejectedRows,AvgR,AvgX,AvgV,AvgT
Hk_IFR14500,03-07-2023,70,28,28,0,1,037074,296238,566838,160351,319025,264686,22
