BatteryID,TestID,SoC,TotalRows,ReceivedRows,RejectedRows,AvgR,AvgX,AvgV,AvgT
Hk_IFR14500,04-07-2023,15,28,28,0,1,079536,315234,996020,79273,838381,242578,55
