BatteryID,TestID,SoC,TotalRows,ReceivedRows,RejectedRows,AvgR,AvgX,AvgV,AvgT
Hk_IFR14500,03-07-2023,40,28,28,0,1,114062,294489,008435,126455,436148,245027,78
