BatteryID,TestID,SoC,TotalRows,ReceivedRows,RejectedRows,AvgR,AvgX,AvgV,AvgT
Hk_IFR14500,03-07-2023,55,28,28,0,1,037271,301227,815354,138251,390457,236287,68
