BatteryID,TestID,SoC,TotalRows,ReceivedRows,RejectedRows,AvgR,AvgX,AvgV,AvgT
Hk_IFR14500,04-07-2023,10,28,28,0,1,173357,357807,673369,113907,334011,299853,03
