BatteryID,TestID,SoC,TotalRows,ReceivedRows,RejectedRows,AvgR,AvgX,AvgV,AvgT
Hk_IFR14500,04-07-2023,5,28,28,0,1,040072,353993,060960,32740,967564,298084,42
