BatteryID,TestID,SoC,TotalRows,ReceivedRows,RejectedRows,AvgR,AvgX,AvgV,AvgT
Hk_IFR14500,03-07-2023,100,28,28,0,1,197819,301092,916343,109487,040312,265061,69
