BatteryID,TestID,SoC,TotalRows,ReceivedRows,RejectedRows,AvgR,AvgX,AvgV,AvgT
Hk_IFR14500,03-07-2023,95,28,28,0,0,988554,288190,043940,146345,900436,216183,89
